_id,deviceId,resolution,frame_rate,lens_type,lens_focal_length,iris_type,iris_range,day_night_mode,min_illumination,wdr,noise_reduction,backlight_compensation,image_flip,image_rotation,device_type,sensor_type,power_source,weatherproof_rating,operating_temperature,storage_temperature,dimensions,weight,audio_input,audio_output,power_over_ethernet,wireless,storage
661de14df4011c2dd68ffa91,Device_88,1280x720,60 fps,Varifocal,4mm,Auto,F2.0,Auto,0.05 lux,Off,3D DNR,On,On,180°,Bullet,CMOS,24V AC,IP66,0°C to 40°C,-20°C to 80°C,200x200x200mm,1kg,External microphone,No audio output,Non-PoE,Bluetooth,External hard drive
661de14df4011c2dd68ffa92,Device_89,1280x720,30 fps,Fixed,6mm,Fixed,F2.0,Auto,0.01 lux,On,2D DNR,Off,Off,180°,Dome,CCD,PoE,IP66,-20°C to 50°C,-20°C to 80°C,100x100x100mm,2kg,No audio input,No audio output,Non-PoE,None,MicroSD card
661de14df4011c2dd68ffa93,Device_90,2560x1440,60 fps,Fixed,4mm,Fixed,F2.0,Auto,0.05 lux,On,No DNR,On,Off,180°,PTZ,CMOS,PoE,IP65,0°C to 40°C,-20°C to 80°C,200x200x200mm,3kg,Built-in microphone,External speaker,Non-PoE,None,SD card
661de14df4011c2dd68ffa94,Device_91,1920x1080,120 fps,Fixed,4mm,Auto,F4.0,Auto,0.05 lux,On,2D DNR,Off,Off,180°,Dome,CCD,24V AC,IP66,-20°C to 50°C,-40°C to 70°C,150x150x150mm,1kg,No audio input,External speaker,Non-PoE,Wi-Fi,Internal memory
661de14df4011c2dd68ffa95,Device_92,1920x1080,120 fps,Fixed,4mm,Fixed,F4.0,Auto,0.01 lux,On,3D DNR,Off,Off,270°,Dome,CMOS,PoE,IP66,-20°C to 50°C,-40°C to 70°C,100x100x100mm,2kg,External microphone,External speaker,Non-PoE,NFC,External hard drive
661de14df4011c2dd68ffa96,Device_93,1280x720,60 fps,Fixed,4mm,Auto,F2.8,Day,0.1 lux,Off,3D DNR,On,Off,270°,PTZ,CMOS,24V AC,IP67,-10°C to 60°C,-40°C to 70°C,200x200x200mm,3kg,External microphone,External speaker,PoE,None,MicroSD card
661de14df4011c2dd68ffa97,Device_94,1280x720,120 fps,Fixed,4mm,Auto,F2.0,Day,0.05 lux,On,2D DNR,On,Off,90°,PTZ,CCD,12V DC,IP66,0°C to 40°C,-20°C to 80°C,100x100x100mm,2kg,External microphone,Built-in speaker,PoE,None,SD card
661de14df4011c2dd68ffa98,Device_95,1280x720,120 fps,Fixed,4mm,Auto,F2.0,Day,0.01 lux,Off,3D DNR,Off,Off,180°,Dome,CCD,PoE,IP67,0°C to 40°C,-40°C to 70°C,200x200x200mm,1kg,No audio input,Built-in speaker,PoE,None,Internal memory
661de14ef4011c2dd68ffa99,Device_96,1280x720,30 fps,Fixed,8mm,Fixed,F2.0,Day,0.05 lux,On,No DNR,On,Off,180°,Dome,CMOS,24V AC,IP65,0°C to 40°C,-20°C to 80°C,100x100x100mm,2kg,Built-in microphone,No audio output,Non-PoE,Wi-Fi,Internal memory
661de14ef4011c2dd68ffa9a,Device_97,2560x1440,30 fps,Varifocal,6mm,Fixed,F4.0,Auto,0.1 lux,On,2D DNR,Off,On,90°,Dome,CCD,24V AC,IP66,-20°C to 50°C,0°C to 60°C,200x200x200mm,2kg,No audio input,Built-in speaker,Non-PoE,None,Internal memory
661de14ef4011c2dd68ffa9b,Device_98,1920x1080,120 fps,Fixed,8mm,Auto,F4.0,Night,0.1 lux,Off,2D DNR,On,On,90°,PTZ,CCD,12V DC,IP66,-10°C to 60°C,-40°C to 70°C,200x200x200mm,2kg,Built-in microphone,Built-in speaker,Non-PoE,Wi-Fi,SD card
661de14ef4011c2dd68ffa9c,Device_99,2560x1440,60 fps,Varifocal,4mm,Fixed,F2.0,Day,0.01 lux,Off,No DNR,On,On,180°,Dome,CCD,12V DC,IP67,0°C to 40°C,-40°C to 70°C,150x150x150mm,3kg,Built-in microphone,External speaker,PoE,None,MicroSD card
661de14ef4011c2dd68ffa9d,Device_100,1280x720,30 fps,Varifocal,4mm,Auto,F4.0,Auto,0.01 lux,On,3D DNR,Off,Off,270°,Dome,CCD,12V DC,IP67,-20°C to 50°C,-20°C to 80°C,100x100x100mm,3kg,External microphone,External speaker,Non-PoE,Bluetooth,External hard drive
